year,yr_surv,col_area,rs,nboffspring,sum_surv,yrlg_disp,death_type,massjun,massaug,nb_mass,uid,uid.year
2008,0,stonefield,no,NA,NA,1,NA,916.103605,2910.473263,7,1399,1399 _ 2008
2008,0,bench,NA,NA,NA,NA,NA,625.1104569,1869.358443,3,1057,1057 _ 2008
2006,0,averycampground,no,NA,NA,NA,NA,464.8303048,1144.192736,2,1386,1386 _ 2006
2006,0,river,no,NA,NA,NA,NA,271.5985381,985.5494013,1,828,828 _ 2006
2006,1,mm,no,NA,NA,NA,NA,330.4446903,1057.89605,3,1641,1641 _ 2006
2007,1,mm,no,NA,NA,0,NA,1357.483688,2979.066015,14,1641,1641 _ 2007
2008,1,mm,wean,7,NA,NA,NA,1848.371383,2742.323695,14,1641,1641 _ 2008
2009,0,mm,wean,5,NA,NA,NA,2426.050165,2865.443264,14,1641,1641 _ 2009
2006,0,boulder,no,NA,NA,NA,NA,359.4050485,1139.516879,1,1610,1610 _ 2006
2007,1,river,no,NA,NA,NA,NA,444.9319116,1621.522334,10,1425,1425 _ 2007
2008,1,river,no,NA,NA,1,NA,1264.147288,3748.36148,6,1425,1425 _ 2008
2011,1,mm_aspen,no,NA,NA,NA,NA,2773.461663,4799.521099,12,1425,1425 _ 2011
2012,1,mm_aspen,sire,21,NA,NA,NA,3755.261455,5701.891075,10,1425,1425 _ 2012
2013,0,mm_maintalus,NA,NA,NA,NA,NA,NA,NA,NA,1425,1425 _ 2013
2007,1,bench,no,NA,NA,NA,NA,961.0039778,2396.18429,3,478,478 _ 2007
2008,0,bench,NA,NA,NA,1,NA,NA,NA,NA,478,478 _ 2008
2012,1,picnic_lower,wean,7,NA,NA,NA,NA,NA,NA,1951,1951 _ 2012
2008,0,picnic_lower,NA,NA,NA,NA,NA,367.1895136,1085.510291,2,1587,1587 _ 2008
2008,1,gothictown,NA,NA,NA,NA,NA,414.6145067,1515.493211,3,411,411 _ 2008
2009,1,gothictown,no,NA,NA,0,NA,1360.655638,2829.591419,3,411,411 _ 2009
2010,0,gothictown,wean,4,NA,NA,NA,1746.031354,3686.837118,4,411,411 _ 2010
2008,1,picnic_lower,NA,NA,NA,NA,NA,272.5604672,943.4357444,2,51,51 _ 2008
2009,0,picnic,NA,NA,NA,NA,NA,NA,NA,NA,51,51 _ 2009
2008,1,mm,NA,NA,NA,NA,NA,321.6297773,1087.53845,4,1270,1270 _ 2008
2009,0,mm,no,NA,NA,1,NA,1380.496394,3260.211475,3,1270,1270 _ 2009
2008,1,picnic_lower,NA,NA,NA,NA,NA,323.4818265,1199.878389,5,1275,1275 _ 2008
2009,1,picnic,no,NA,NA,0,NA,1252.058843,3477.287661,9,1275,1275 _ 2009
2010,1,picnic_lower,scro,NA,NA,NA,NA,2441.559916,4231.615233,5,1275,1275 _ 2010
2011,0,northpk,no,NA,NA,NA,NA,2520.479631,5208.18706,6,1275,1275 _ 2011
2008,0,picnic_lower,NA,NA,NA,NA,NA,159.9794578,678.687706,4,611,611 _ 2008
2008,1,gothictown,NA,NA,NA,NA,NA,415.3612799,1389.018432,1,530,530 _ 2008
2009,0,gothictown,NA,NA,NA,NA,NA,NA,NA,NA,530,530 _ 2009
2008,1,bench,NA,NA,NA,NA,NA,444.9407483,1583.187594,1,1782,1782 _ 2008
2009,1,gothictown,no,NA,NA,0,NA,2064.518067,4178.149777,3,1782,1782 _ 2009
2010,0,bench,sire,13,NA,NA,NA,3425.590876,4885.272122,2,1782,1782 _ 2010
2008,0,picnic_lower,NA,NA,NA,NA,NA,281.9857501,1019.88831,3,1675,1675 _ 2008
2008,0,picnic_upper,NA,NA,NA,NA,NA,327.523077,1122.567368,2,1689,1689 _ 2008
2008,1,picnic_lower,NA,NA,NA,NA,NA,306.7119971,1059.060608,6,696,696 _ 2008
2009,0,picnic,no,NA,NA,1,NA,1179.646032,3016.578603,1,696,696 _ 2009
2008,0,picnic_lower,NA,NA,NA,NA,NA,254.7168567,921.2941232,1,642,642 _ 2008
2008,0,picnic_middle,NA,NA,NA,NA,NA,522.1308825,1084.227299,2,94,94 _ 2008
2008,1,picnic_lower,NA,NA,NA,NA,NA,310.2500092,780.6764598,6,237,237 _ 2008
2009,1,picnic_lower,no,NA,NA,0,NA,884.7182101,2549.709466,2,237,237 _ 2009
2010,0,picnic_lower,NA,NA,NA,NA,NA,NA,NA,NA,237,237 _ 2010
2008,0,picnic_upper,NA,NA,NA,NA,NA,279.4831554,1044.167266,1,670,670 _ 2008
2008,0,picnic_upper,no,NA,NA,NA,NA,2452.877412,4421.827974,1,810,810 _ 2008
2008,0,northpk,NA,NA,NA,NA,NA,414.5565797,1346.32547,1,335,335 _ 2008
2008,1,cliff,NA,NA,NA,NA,NA,331.858481,1124.892555,2,1029,1029 _ 2008
2009,0,cliff_upper,NA,NA,NA,NA,NA,NA,NA,NA,1029,1029 _ 2009
2008,0,river,NA,NA,NA,NA,NA,336.0284835,1100.588475,4,1200,1200 _ 2008
2008,1,northpk,NA,NA,NA,NA,NA,419.4725691,1356.411882,1,1133,1133 _ 2008
2009,1,northpk,no,NA,NA,0,NA,1219.994496,3163.342351,2,1133,1133 _ 2009
2010,0,northpk,sire,3,NA,NA,NA,2331.52749,3800.756058,1,1133,1133 _ 2010
2009,1,gothictown,NA,NA,NA,NA,NA,378.0616194,1674.615068,6,420,420 _ 2009
2010,0,gothictown,no,NA,NA,0,NA,2032.205524,3791.511899,3,420,420 _ 2010
2008,1,picnic_lower,NA,NA,NA,NA,NA,327.8091424,1021.177951,2,1788,1788 _ 2008
2009,0,picnic_lower,NA,NA,NA,NA,NA,NA,NA,NA,1788,1788 _ 2009
2008,1,river,NA,NA,NA,NA,NA,488.2871468,1450.840542,11,583,583 _ 2008
2009,0,river,NA,NA,NA,NA,NA,NA,NA,NA,583,583 _ 2009
2008,0,gothictown,no,NA,NA,NA,NA,513.1681181,1597.599568,2,338,338 _ 2008
2008,0,river_rivermound,no,NA,NA,NA,NA,607.7043532,1668.854089,6,1720,1720 _ 2008
2009,1,bench,NA,NA,NA,NA,NA,470.6997705,1950.603249,10,849,849 _ 2009
2010,0,bench,no,NA,NA,0,NA,2513.170859,5053.274835,9,849,849 _ 2010
2008,0,picnic_middle,NA,NA,NA,NA,NA,506.5511615,1109.816853,1,311,311 _ 2008
2008,0,picnic_lower,NA,NA,NA,NA,NA,200.9396435,763.5532397,3,266,266 _ 2008
2008,1,picnic_lower,NA,NA,NA,NA,NA,347.3535475,1149.000604,11,439,439 _ 2008
2009,1,picnic_lower,no,NA,NA,0,NA,1195.74656,2983.085749,8,439,439 _ 2009
2010,0,picnic_lower,wean,1,NA,NA,NA,2273.640901,2739.010108,7,439,439 _ 2010
2008,1,mm,NA,NA,NA,NA,NA,445.8680645,1131.554626,7,1974,1974 _ 2008
2009,1,mm,no,NA,NA,0,NA,1277.258676,2829.00883,9,1974,1974 _ 2009
2010,0,mm_maintalus,NA,NA,NA,NA,NA,NA,NA,NA,1974,1974 _ 2010
2008,0,river,no,NA,NA,NA,NA,353.1656301,1159.743165,2,614,614 _ 2008
2008,0,gothictown,NA,NA,NA,NA,NA,309.1597935,950.39841,1,1499,1499 _ 2008
2008,0,river_rivermound,NA,NA,NA,NA,NA,647.3154389,1800.243365,11,1437,1437 _ 2008
2008,1,mm,NA,NA,NA,NA,NA,382.6910633,1016.587723,7,1593,1593 _ 2008
2009,0,mm,no,NA,NA,1,NA,949.5925853,2617.628414,2,1593,1593 _ 2009
2008,0,stonefield,NA,NA,NA,NA,NA,440.3830533,1150.555202,6,1473,1473 _ 2008
2008,0,horsemound,no,NA,NA,NA,NA,328.3815169,1930.127651,10,643,643 _ 2008
2007,0,river,no,NA,NA,NA,NA,580.104702,1548.002361,3,1679,1679 _ 2007
2008,0,gothictown,NA,NA,NA,NA,NA,475.97528,1612.430564,1,78,78 _ 2008
2007,0,river,no,NA,NA,NA,NA,284.862433,970.7510373,2,1210,1210 _ 2007
2008,1,horsemound,NA,NA,NA,NA,NA,278.7058077,1695.550829,4,122,122 _ 2008
2009,0,horsemound,no,NA,NA,1,NA,1982.266157,3616.275993,3,122,122 _ 2009
2006,0,bench,no,NA,NA,NA,NA,415.6782631,1565.802191,4,918,918 _ 2006
2006,0,river,no,NA,NA,NA,NA,390.404407,1676.094754,3,716,716 _ 2006
2006,1,horsemound,no,NA,NA,NA,NA,680.8737085,1903.053603,3,255,255 _ 2006
2007,0,horsemound,no,NA,NA,NA,NA,1989.353665,3298.833143,2,255,255 _ 2007
2006,1,bench,no,NA,NA,NA,NA,275.5019681,1304.387745,7,1383,1383 _ 2006
2007,0,bench,no,NA,NA,0,NA,1412.162912,2955.378554,6,1383,1383 _ 2007
2006,1,bench,no,NA,NA,NA,NA,430.38858,1755.028374,7,1760,1760 _ 2006
2007,0,bench,no,NA,NA,0,NA,1971.048169,3316.390445,6,1760,1760 _ 2007
2006,1,gothictown,scro,NA,NA,NA,NA,3544.916132,4692.708773,1,645,645 _ 2006
2007,1,gothictown,sire,7,NA,NA,NA,3850.067075,5191.179114,1,645,645 _ 2007
2008,1,gothictown,sire,20,NA,NA,NA,3384.544923,5562.766578,1,645,645 _ 2008
2009,1,gothictown,sire,17,NA,NA,NA,NA,NA,NA,645,645 _ 2009
2010,0,gothictown,scro,NA,NA,NA,NA,NA,NA,NA,645,645 _ 2010
2006,1,bench,no,NA,NA,NA,NA,420.811379,1807.361098,9,113,113 _ 2006
2007,0,bench,no,NA,NA,1,NA,2290.896688,4462.759234,7,113,113 _ 2007
2006,1,horsemound,no,NA,NA,NA,NA,303.2827106,2013.373416,4,1773,1773 _ 2006
2007,0,horsemound,NA,NA,NA,NA,NA,NA,NA,NA,1773,1773 _ 2007
2005,1,picnic_lower,no,NA,NA,NA,NA,409.0040176,1327.908975,5,1652,1652 _ 2005
2006,0,picnic_lower,no,NA,NA,0,NA,1498.763887,3380.630664,2,1652,1652 _ 2006
2006,1,picnic_lower,no,NA,NA,NA,NA,279.5363619,1201.023356,3,1688,1688 _ 2006
2007,0,picnic_lower,NA,NA,NA,1,NA,NA,NA,NA,1688,1688 _ 2007
2005,1,picnic_lower,no,NA,NA,NA,NA,345.0887254,1092.388462,3,700,700 _ 2005
2006,1,picnic_lower,no,NA,NA,0,NA,1159.500505,2854.324675,4,700,700 _ 2006
2007,1,picnic_upper,no,NA,NA,NA,NA,2388.247538,3916.195844,1,700,700 _ 2007
2008,1,picnic_upper,preg,NA,NA,NA,NA,2346.95337,3319.393453,4,700,700 _ 2008
2009,0,picnic,wean,2,NA,NA,NA,2386.787324,3157.231558,2,700,700 _ 2009
2005,1,picnic_lower,no,NA,NA,NA,NA,341.2952901,1073.278822,4,1579,1579 _ 2005
2006,1,picnic_lower,no,NA,NA,0,NA,1223.068953,2853.383333,9,1579,1579 _ 2006
2007,0,picnic_lower,preg,NA,NA,NA,NA,2481.861774,3806.81034,1,1579,1579 _ 2007
2006,1,mm,no,NA,NA,NA,NA,528.2912959,1483.076446,2,1195,1195 _ 2006
2007,0,mm,no,NA,NA,1,NA,1728.436237,3831.814045,3,1195,1195 _ 2007
2005,1,picnic_upper,no,NA,NA,NA,NA,463.6374489,1487.691358,2,897,897 _ 2005
2006,0,picnic_upper,no,NA,NA,1,NA,1473.808545,3123.188351,1,897,897 _ 2006
2005,1,picnic_lower,no,NA,NA,NA,NA,386.7699549,1185.599985,1,1143,1143 _ 2005
2006,1,picnic_lower,no,NA,NA,0,NA,1209.199613,2801.691594,4,1143,1143 _ 2006
2007,1,picnic_lower,no,NA,NA,NA,NA,2187.04863,3851.490224,5,1143,1143 _ 2007
2008,1,picnic_lower,NA,NA,NA,NA,NA,NA,NA,NA,1143,1143 _ 2008
2009,1,picnic_lower,wean,5,NA,NA,NA,2306.841506,3447.302117,5,1143,1143 _ 2009
2010,1,picnic_lower,wean,5,NA,NA,NA,NA,NA,NA,1143,1143 _ 2010
2011,1,northpk,preglac,NA,NA,NA,NA,2323.771736,3595.953735,3,1143,1143 _ 2011
2012,1,picnic_upper,wean,3,NA,NA,NA,2972.434098,3542.829811,1,1143,1143 _ 2012
2013,0,picnic_lower,NA,NA,NA,NA,NA,NA,NA,NA,1143,1143 _ 2013
2005,1,picnic_lower,no,NA,NA,NA,NA,429.8033873,1397.615337,2,1479,1479 _ 2005
2006,0,picnic_lower,no,NA,NA,1,NA,1620.611417,3604.816811,4,1479,1479 _ 2006
2005,1,picnic_lower,no,NA,NA,NA,NA,365.7347746,1240.631916,3,323,323 _ 2005
2006,0,picnic_lower,no,NA,NA,1,NA,1259.381142,2964.372773,5,323,323 _ 2006
2006,1,river,no,NA,NA,NA,NA,395.7098516,1297.97808,5,1852,1852 _ 2006
2007,1,river,no,NA,NA,0,NA,1601.991932,3610.238791,10,1852,1852 _ 2007
2008,0,river,scro,NA,NA,NA,NA,2285.582234,3594.631227,4,1852,1852 _ 2008
2006,1,picnic_lower,no,NA,NA,NA,NA,451.5114467,1215.802703,3,830,830 _ 2006
2007,0,picnic_lower,NA,NA,NA,1,NA,NA,NA,NA,830,830 _ 2007
2006,0,bench,no,NA,NA,NA,NA,272.5509709,1355.755179,1,1799,1799 _ 2006
2006,0,picnic_upper,no,NA,NA,NA,NA,255.3576036,723.3307513,1,761,761 _ 2006
2006,0,bench,no,NA,NA,NA,NA,293.9722281,1481.192695,5,1747,1747 _ 2006
2006,0,gothictown,no,NA,NA,NA,NA,312.6668898,1059.074167,1,1614,1614 _ 2006
2006,0,gothictown,no,NA,NA,NA,NA,308.6550033,1037.656947,2,493,493 _ 2006
2006,0,river,no,NA,NA,NA,NA,425.2170659,1316.723492,2,1252,1252 _ 2006
2006,1,bench,no,NA,NA,NA,NA,275.859606,1326.373852,6,1222,1222 _ 2006
2007,0,bench,no,NA,NA,1,NA,1446.738983,2944.541062,6,1222,1222 _ 2007
2006,0,river,no,NA,NA,NA,NA,495.4772528,1440.408037,5,1337,1337 _ 2006
2006,0,bench,no,NA,NA,NA,NA,274.7491098,1480.425804,2,352,352 _ 2006
2006,0,river,NA,NA,NA,NA,NA,536.8831168,1583.013209,1,993,993 _ 2006
2006,0,picnic_lower,no,NA,NA,NA,NA,420.8472803,1484.807077,1,1212,1212 _ 2006
2006,0,gothictown,no,NA,NA,NA,NA,357.5885063,1259.284396,3,458,458 _ 2006
2006,1,northpk,wean,4,NA,NA,NA,2096.52829,2930.987575,1,660,660 _ 2006
2007,1,mm,NA,NA,NA,NA,NA,NA,NA,NA,660,660 _ 2007
2008,1,northpk,wean,4,NA,NA,NA,2105.528463,3262.007371,11,660,660 _ 2008
2009,0,northpk,NA,NA,NA,NA,NA,NA,NA,NA,660,660 _ 2009
2006,1,horsemound,no,NA,NA,NA,NA,707.2717493,1917.497443,2,1783,1783 _ 2006
2007,0,horsemound,no,NA,NA,NA,NA,1977.690146,3287.001702,1,1783,1783 _ 2007
2006,0,bench,no,NA,NA,NA,NA,332.3800848,1515.794697,4,1502,1502 _ 2006
2006,0,river,no,NA,NA,NA,NA,431.009695,1337.557799,1,79,79 _ 2006
2006,1,horsemound,no,NA,NA,NA,NA,702.1331179,1982.331463,4,197,197 _ 2006
2007,0,horsemound,no,NA,NA,NA,NA,2528.564379,4616.543474,4,197,197 _ 2007
2006,0,gothictown,no,NA,NA,NA,NA,2356.097732,3046.732579,1,870,870 _ 2006
2006,1,bench,no,NA,NA,NA,NA,391.4530385,1733.914091,4,1700,1700 _ 2006
2007,0,bench,no,NA,NA,0,NA,2166.497684,3898.771944,15,1700,1700 _ 2007
2006,1,river,no,NA,NA,NA,NA,367.4106694,1515.068209,9,1727,1727 _ 2006
2007,0,river,no,NA,NA,1,NA,1536.801157,2988.197658,1,1727,1727 _ 2007
2006,1,stonefield,no,NA,NA,NA,NA,2184.519192,3008.556003,1,1395,1395 _ 2006
2007,1,stonefield,wean,6,NA,NA,NA,2544.887379,3158.666788,6,1395,1395 _ 2007
2008,1,stonefield,no,NA,NA,NA,NA,2320.642774,3346.296619,1,1395,1395 _ 2008
2009,1,stonefield,wean,1,NA,NA,NA,2398.806883,3225.701731,1,1395,1395 _ 2009
2010,0,stonefield_main,wean,5,NA,NA,NA,2700.163807,3025.368678,5,1395,1395 _ 2010
2006,1,picnic_lower,no,NA,NA,NA,NA,500.1987929,1419.661897,6,1515,1515 _ 2006
2007,0,picnic_lower,no,NA,NA,1,NA,1721.322148,3477.914112,5,1515,1515 _ 2007
2007,1,boulder,no,NA,NA,NA,NA,305.6168907,1198.372554,4,1224,1224 _ 2007
2008,0,boulder,no,NA,NA,1,NA,857.5601844,2713.995609,2,1224,1224 _ 2008
2008,0,gothictown,NA,NA,NA,NA,NA,430.0908551,1416.049095,1,163,163 _ 2008
2008,0,gothictown,NA,NA,NA,NA,NA,523.930449,1579.255695,1,188,188 _ 2008
2007,0,picnic_lower,no,NA,NA,NA,NA,489.2586503,1441.080445,2,1656,1656 _ 2007
2007,0,bench,no,NA,NA,NA,NA,215.0138057,1429.906939,4,462,462 _ 2007
2007,0,mm,no,NA,NA,NA,NA,397.8902709,1411.075548,2,1144,1144 _ 2007
2007,1,boulder,no,NA,NA,NA,NA,288.0360893,1210.549374,4,270,270 _ 2007
2008,0,boulder,no,NA,NA,1,NA,968.8270591,3165.609369,2,270,270 _ 2008
2007,1,mm,no,NA,NA,NA,NA,456.5017595,1622.25365,10,1233,1233 _ 2007
2008,0,mm,no,NA,NA,1,NA,1092.37259,3146.572485,1,1233,1233 _ 2008
2007,0,mm,no,NA,NA,NA,NA,512.1958335,1580.999387,10,196,196 _ 2007
2007,0,bench,no,NA,NA,NA,NA,179.847096,1592.860641,3,328,328 _ 2007
2007,0,boulder,no,NA,NA,NA,NA,386.8025206,1419.952172,6,1753,1753 _ 2007
2007,1,mm,no,NA,NA,NA,NA,476.7282067,1656.378168,10,547,547 _ 2007
2008,0,mm,no,NA,NA,1,NA,1104.405064,3482.671904,3,547,547 _ 2008
2007,0,river,no,NA,NA,NA,NA,348.9942226,1334.522176,5,168,168 _ 2007
2007,0,mm,no,NA,NA,NA,NA,393.0599927,1544.842804,1,1462,1462 _ 2007
2007,1,mm,no,NA,NA,NA,NA,405.5311594,1269.024043,6,1962,1962 _ 2007
2008,1,mm,NA,NA,NA,0,NA,NA,NA,NA,1962,1962 _ 2008
2009,0,mm,NA,NA,NA,NA,NA,NA,NA,NA,1962,1962 _ 2009
2008,0,bench,NA,NA,NA,NA,NA,526.7988241,1577.628413,4,1939,1939 _ 2008
2007,1,boulder,no,NA,NA,NA,NA,321.9160338,1192.935908,4,1005,1005 _ 2007
2008,1,boulder,no,NA,NA,0,NA,879.4796495,2652.221488,8,1005,1005 _ 2008
2009,1,boulder,no,NA,NA,NA,NA,2240.456243,3203.544774,1,1005,1005 _ 2009
2010,0,boulder,wean,1,NA,NA,NA,2229.866996,2852.386408,2,1005,1005 _ 2010
2008,1,river,NA,NA,NA,NA,NA,506.2803035,1540.402304,6,1537,1537 _ 2008
2009,1,river,NA,NA,NA,0,NA,NA,NA,NA,1537,1537 _ 2009
2010,0,river_southmound,NA,NA,NA,NA,NA,2115.35955,2996.492362,1,1537,1537 _ 2010
2007,0,bench,no,NA,NA,NA,NA,430.67724,1454.55447,1,743,743 _ 2007
2007,0,river,no,NA,NA,NA,NA,551.46916,1689.88174,5,1881,1881 _ 2007
2007,1,stonefield,no,NA,NA,NA,NA,399.7944446,1171.852879,4,877,877 _ 2007
2008,0,stonefield,NA,NA,NA,1,NA,NA,NA,NA,877,877 _ 2008
2008,0,bench,NA,NA,NA,NA,NA,633.5556677,1888.620182,1,1856,1856 _ 2008
2007,1,picnic_lower,no,NA,NA,NA,NA,364.7590779,1283.19076,8,1486,1486 _ 2007
2008,0,picnic_lower,no,NA,NA,1,NA,784.1025299,2926.687686,9,1486,1486 _ 2008
2007,1,stonefield,no,NA,NA,NA,NA,437.5539527,1274.598107,4,1000,1000 _ 2007
2008,1,stonefield,NA,NA,NA,0,NA,NA,NA,NA,1000,1000 _ 2008
2009,0,stonefield_main,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000 _ 2009
2007,1,boulder,no,NA,NA,NA,NA,593.0327212,1536.593383,4,1865,1865 _ 2007
2008,1,boulder,no,NA,NA,0,NA,1035.615639,3061.864928,3,1865,1865 _ 2008
2009,0,boulder,NA,NA,NA,NA,NA,NA,NA,NA,1865,1865 _ 2009
2007,0,river,no,NA,NA,NA,NA,301.2258622,1199.47129,3,1718,1718 _ 2007
2005,0,river,no,NA,NA,NA,NA,278.3030069,1059.33915,6,1631,1631 _ 2005
2006,1,bench,no,NA,NA,NA,NA,273.1606011,1434.074624,5,872,872 _ 2006
2007,1,bench,no,NA,NA,0,NA,1684.349441,3801.045492,21,872,872 _ 2007
2008,1,bench,scro,NA,NA,NA,NA,2577.224834,4192.062029,10,872,872 _ 2008
2009,1,bench,NA,NA,NA,NA,NA,NA,NA,NA,872,872 _ 2009
2010,0,bench,sire,3,NA,NA,NA,NA,NA,NA,872,872 _ 2010
2005,0,gothictown,no,NA,NA,NA,NA,348.2931262,1007.345662,1,669,669 _ 2005
2007,0,river,no,NA,NA,NA,NA,341.7544928,1180.896105,1,1762,1762 _ 2007
2007,0,river,no,NA,NA,NA,NA,607.3965834,1679.947502,7,1691,1691 _ 2007
2007,0,river,no,NA,NA,NA,NA,346.7709544,1277.860681,3,239,239 _ 2007
2007,0,river,no,NA,NA,NA,NA,511.2563175,1590.578412,1,63,63 _ 2007
2007,0,river,no,NA,NA,NA,NA,709.7154618,1775.156202,1,200,200 _ 2007
2007,0,bench,no,NA,NA,NA,NA,182.2703401,1576.641449,3,357,357 _ 2007
2007,0,bench,no,NA,NA,NA,NA,434.1339161,1626.08857,1,699,699 _ 2007
2008,0,gothictown,NA,NA,NA,NA,NA,456.3831039,1777.091034,1,1392,1392 _ 2008
2005,0,river,NA,NA,NA,NA,NA,274.6206727,1137.840034,1,834,834 _ 2005
2006,0,bench,no,NA,NA,NA,NA,431.4584274,1725.273514,3,300,300 _ 2006
2005,1,stonefield,no,NA,NA,NA,NA,2283.260206,3387.203262,2,996,996 _ 2005
2006,1,mm,no,NA,NA,NA,NA,3140.656979,4093.844696,2,996,996 _ 2006
2009,0,averycampground,no,NA,NA,NA,NA,2950.081859,4298.796539,1,996,996 _ 2009
2005,1,river,no,NA,NA,NA,NA,398.6203357,1124.191377,3,780,780 _ 2005
2006,0,river,no,NA,NA,1,NA,1196.340232,2611.654361,1,780,780 _ 2006
2005,1,picnic_lower,no,NA,NA,NA,NA,309.7955895,963.7266481,1,428,428 _ 2005
2006,0,picnic_lower,NA,NA,NA,1,NA,NA,NA,NA,428,428 _ 2006
2006,0,river,no,NA,NA,NA,NA,347.0829213,1443.888007,4,212,212 _ 2006
2005,0,river,NA,NA,NA,NA,NA,345.4816357,1139.547828,1,1204,1204 _ 2005
2005,1,river_rivermound,no,NA,NA,NA,NA,553.1958101,1624.493955,1,1287,1287 _ 2005
2006,0,river_rivermound,NA,NA,NA,1,NA,NA,NA,NA,1287,1287 _ 2006
2005,1,picnic_lower,no,NA,NA,NA,NA,329.5853697,1065.578196,5,1450,1450 _ 2005
2006,1,picnic_lower,no,NA,NA,0,NA,1118.081673,2665.151964,8,1450,1450 _ 2006
2007,1,picnic_lower,no,NA,NA,NA,NA,2225.203374,3697.279427,4,1450,1450 _ 2007
2008,1,picnic_lower,wean,3,NA,NA,NA,2088.136801,2954.238911,5,1450,1450 _ 2008
2009,1,picnic_lower,lac,NA,NA,NA,NA,2190.119568,3105.443147,4,1450,1450 _ 2009
2010,1,picnic_lower,wean,6,NA,NA,NA,2448.236175,3223.450049,2,1450,1450 _ 2010
2011,0,picnic_lower,preg,NA,NA,NA,trap,2027.647329,2956.258315,2,1450,1450 _ 2011
2005,1,mm,no,NA,NA,NA,NA,448.5433364,1320.114403,4,978,978 _ 2005
2006,0,mm,no,NA,NA,1,NA,1698.410309,3651.114737,3,978,978 _ 2006
2005,1,picnic,no,NA,NA,NA,NA,599.4219597,1148.879994,7,62,62 _ 2005
2006,0,picnic_upper,no,NA,NA,1,NA,1236.407758,2916.476122,1,62,62 _ 2006
2005,1,picnic_lower,no,NA,NA,NA,NA,315.7037513,1097.92268,4,921,921 _ 2005
2006,1,picnic_lower,no,NA,NA,1,NA,1341.798754,3248.690267,2,921,921 _ 2006
2007,0,picnic_upper,scro,NA,NA,NA,NA,2329.981701,3954.591548,1,921,921 _ 2007
2005,1,picnic_lower,no,NA,NA,NA,NA,327.1987224,1125.159735,4,1725,1725 _ 2005
2006,0,picnic_lower,no,NA,NA,1,NA,1329.690597,3389.081182,4,1725,1725 _ 2006
2005,1,picnic_lower,no,NA,NA,NA,NA,373.1157971,1192.502499,1,1560,1560 _ 2005
2006,0,picnic_lower,no,NA,NA,1,NA,1629.53605,3317.109435,1,1560,1560 _ 2006
2005,0,mm,no,NA,NA,NA,NA,475.3668715,1265.237659,4,540,540 _ 2005
2006,1,horsemound,no,NA,NA,NA,NA,398.0857837,2038.035375,4,1261,1261 _ 2006
2007,0,horsemound,no,NA,NA,NA,NA,2509.518335,4782.447814,1,1261,1261 _ 2007
2005,0,picnic_lower,no,NA,NA,NA,NA,441.9071168,1203.072653,1,1438,1438 _ 2005
2005,1,picnic,no,NA,NA,NA,NA,367.9851816,1096.632929,5,804,804 _ 2005
2006,1,picnic,no,NA,NA,0,NA,1272.113883,2511.635723,10,804,804 _ 2006
2007,1,picnic_upper,no,NA,NA,NA,NA,2135.160521,3644.385223,1,804,804 _ 2007
2008,0,picnic_middle,NA,NA,NA,NA,NA,NA,NA,NA,804,804 _ 2008
2007,0,gothictown,no,NA,NA,NA,NA,923.5216669,2320.318147,1,1485,1485 _ 2007
2006,0,gothictown,no,NA,NA,NA,NA,241.6130672,963.711902,1,1818,1818 _ 2006
2006,0,river,no,NA,NA,NA,NA,428.5376207,1268.803116,6,1440,1440 _ 2006
2006,0,gothictown,no,NA,NA,NA,NA,308.8147926,1047.020107,1,1776,1776 _ 2006
2006,0,gothictown,no,NA,NA,NA,NA,473.4718295,1102.569354,2,1960,1960 _ 2006
2006,0,gothictown,no,NA,NA,NA,NA,476.8185597,1573.309871,2,816,816 _ 2006
2006,0,river,no,NA,NA,NA,NA,689.515764,1703.384294,1,704,704 _ 2006
2006,1,river,no,NA,NA,NA,NA,422.9213449,1241.606485,2,417,417 _ 2006
2007,0,river,NA,NA,NA,1,NA,NA,NA,NA,417,417 _ 2007
2006,1,river,no,NA,NA,NA,NA,286.7584957,1168.588167,6,1362,1362 _ 2006
2007,0,river,no,NA,NA,0,NA,1932.069318,3853.569909,5,1362,1362 _ 2007
2006,0,river,no,NA,NA,NA,NA,228.4697997,800.5241727,2,1655,1655 _ 2006
2006,0,river,no,NA,NA,NA,NA,286.1559492,1029.557569,4,1790,1790 _ 2006
2005,1,picnic_lower,no,NA,NA,NA,NA,336.6271844,1118.972336,3,1446,1446 _ 2005
2006,1,picnic_lower,no,NA,NA,0,NA,1366.920633,3382.623388,6,1446,1446 _ 2006
2007,1,picnic_lower,sire,2,NA,NA,NA,2757.413578,4629.51496,11,1446,1446 _ 2007
2008,0,picnic_lower,sire,7,NA,NA,NA,2429.705329,4746.363219,9,1446,1446 _ 2008
2005,1,picnic_lower,no,NA,NA,NA,NA,463.4565844,1616.0962,2,595,595 _ 2005
2006,0,picnic_lower,no,NA,NA,0,NA,1543.769335,3192.962235,5,595,595 _ 2006
2005,0,river,no,NA,NA,NA,NA,558.6183292,1745.854982,1,1787,1787 _ 2005
2005,0,mm,no,NA,NA,NA,NA,470.7517805,1287.305593,2,636,636 _ 2005
2005,1,mm,no,NA,NA,NA,NA,470.1258533,1255.733607,3,55,55 _ 2005
2006,1,mm,no,NA,NA,1,NA,1519.90457,3144.670285,3,55,55 _ 2006
