year,yr_surv,col_area,rs,nboffspring,sum_surv,yrlg_disp,death_type,massjun,massaug,nb_mass,uid,uid.year
2015,1,stonefield_main,no,NA,NA,NA,NA,513.5774388,1606.780016,2,1979,1979 _ 2015
2016,0,stonefield_main,NA,NA,NA,NA,NA,NA,NA,NA,1979,1979 _ 2016
2015,0,bellview,no,NA,NA,NA,NA,450.3851277,1331.643343,1,1349,1349 _ 2015
2015,1,mm_aspen,no,NA,NA,NA,NA,304.121619,1241.35729,3,1129,1129 _ 2015
2016,1,mm_aspen,no,NA,NA,NA,NA,742.0266786,2333.038445,5,1129,1129 _ 2016
2017,1,mm_maintalus,no,NA,NA,NA,NA,1595.544604,3354.547068,2,1129,1129 _ 2017
2018,NA,mm_maintalus,preglac,NA,NA,NA,NA,2101.74199,2934.747544,4,1129,1129 _ 2018
2015,0,mm_maintalus,no,NA,NA,NA,NA,454.7110158,1745.092304,2,896,896 _ 2015
2015,0,boulder,no,NA,NA,NA,NA,348.6233833,1087.323869,1,727,727 _ 2015
2015,0,stonefield_main,no,NA,NA,NA,NA,506.0317586,1559.106887,3,570,570 _ 2015
2015,0,bellview,NA,NA,NA,NA,NA,NA,NA,NA,1561,1561 _ 2015
2015,0,stonefield_main,no,NA,NA,NA,NA,517.1101551,1677.894392,2,1378,1378 _ 2015
2015,0,mm_maintalus,no,NA,NA,NA,NA,423.1142148,1396.714623,2,192,192 _ 2015
2015,1,cliff_upper,no,NA,NA,NA,NA,440.4261051,1041.916964,3,725,725 _ 2015
2016,0,cliff_upper,NA,NA,NA,NA,NA,NA,NA,NA,725,725 _ 2016
2015,1,picnic_lower,no,NA,NA,NA,NA,479.5019901,1027.028552,2,108,108 _ 2015
2016,0,picnic_lower,scro,NA,NA,NA,NA,1018.549147,2921.663551,3,108,108 _ 2016
2015,1,picnic_lower,no,NA,NA,NA,NA,289.0292744,863.1485985,7,1536,1536 _ 2015
2016,1,picnic_lower,no,NA,NA,NA,NA,838.5350228,2545.488585,14,1536,1536 _ 2016
2017,0,picnic_lower,no,NA,NA,NA,NA,1626.925907,3454.442094,10,1536,1536 _ 2017
2015,1,picnic_lower,no,NA,NA,NA,NA,476.3273492,955.1165122,3,293,293 _ 2015
2016,0,picnic_lower,no,NA,NA,NA,NA,898.241753,2650.17228,5,293,293 _ 2016
2015,0,cliff_upper,no,NA,NA,NA,NA,286.8854173,804.334672,1,1369,1369 _ 2015
2015,1,northpk,no,NA,NA,NA,NA,531.864375,1354.023214,6,1283,1283 _ 2015
2016,0,northpk,no,NA,NA,NA,NA,835.402959,3351.929501,4,1283,1283 _ 2016
2015,0,bellview,preg,NA,NA,NA,NA,2564.84137,3761.339015,1,1494,1494 _ 2015
2015,0,northpk,no,NA,NA,NA,NA,445.3017934,1162.275424,1,1180,1180 _ 2015
2015,0,bellview,preg,NA,NA,NA,NA,2294.874304,3078.181115,1,1739,1739 _ 2015
2015,0,northpk,no,NA,NA,NA,NA,393.7712026,1021.683641,1,261,261 _ 2015
2015,0,picnic_lower,no,NA,NA,NA,NA,183.932585,550.648434,3,367,367 _ 2015
2015,0,river_rivermound,no,NA,NA,NA,NA,350.3230015,1099.77279,11,1321,1321 _ 2015
2015,0,picnic_lower,no,NA,NA,NA,NA,283.3469738,852.8228008,7,102,102 _ 2015
2015,1,picnic_lower,no,NA,NA,NA,NA,400.7857565,970.5736877,4,1329,1329 _ 2015
2016,1,picnic_lower,no,NA,NA,NA,NA,1031.42482,2830.3888,4,1329,1329 _ 2016
2017,0,picnic_lower,no,NA,NA,NA,NA,1865.543927,4263.450873,5,1329,1329 _ 2017
2015,0,rvannex,no,NA,NA,NA,NA,226.2493773,838.8443178,1,249,249 _ 2015
2015,1,picnic_lower,no,NA,NA,NA,NA,421.4208871,978.9737231,4,557,557 _ 2015
2016,1,picnic_lower,no,NA,NA,NA,NA,1036.274725,2796.074642,4,557,557 _ 2016
2017,1,picnic_lower,no,NA,NA,NA,NA,2108.321757,4099.980339,4,557,557 _ 2017
2018,NA,picnic_lower,preg,NA,NA,NA,NA,2754.690611,3508.444589,1,557,557 _ 2018
2015,1,river_rivermound,no,NA,NA,NA,NA,325.993407,999.2164723,7,1803,1803 _ 2015
2016,0,river_rivermound,scro,NA,NA,NA,NA,803.1957276,2632.198571,7,1803,1803 _ 2016
2015,1,picnic_lower,no,NA,NA,NA,NA,460.4330789,1021.551473,2,661,661 _ 2015
2016,0,picnic_lower,no,NA,NA,NA,NA,951.0880556,2711.716332,1,661,661 _ 2016
2015,0,river_rivermound,no,NA,NA,NA,NA,262.1360251,808.5241749,3,1591,1591 _ 2015
2015,0,river_rivermound,no,NA,NA,NA,NA,466.4046808,1264.829074,4,1868,1868 _ 2015
2015,0,river_rivermound,no,NA,NA,NA,NA,250.1843102,797.571446,3,856,856 _ 2015
2015,1,picnic_lower,no,NA,NA,NA,NA,554.9672426,1122.053744,7,1230,1230 _ 2015
2016,1,picnic_lower,no,NA,NA,NA,NA,934.652964,2600.283499,5,1230,1230 _ 2016
2017,1,picnic_lower,NA,NA,NA,NA,NA,NA,NA,NA,1230,1230 _ 2017
2018,NA,picnic_lower,no,NA,NA,NA,NA,2331.301303,3141.673141,2,1230,1230 _ 2018
2014,1,river_rivermound,no,NA,NA,NA,NA,297.9906575,1173.164523,4,1997,1997 _ 2014
2015,0,bench,NA,NA,NA,NA,NA,NA,NA,NA,1997,1997 _ 2015
2014,0,river_rivermound,no,NA,NA,NA,NA,264.5081753,1124.096469,6,121,121 _ 2014
2014,0,river_sprucemound,no,NA,NA,NA,NA,259.8524113,1194.078634,5,1919,1919 _ 2014
2014,1,river_rivermound,no,NA,NA,NA,NA,299.6274102,1177.266219,4,1045,1045 _ 2014
2015,1,bench,no,NA,NA,NA,NA,1575.56153,2821.211177,4,1045,1045 _ 2015
2016,1,avalanche,no,NA,NA,NA,NA,2275.236086,3385.015952,1,1045,1045 _ 2016
2017,0,avalanche,lac,NA,NA,NA,NA,2333.445318,3242.583721,1,1045,1045 _ 2017
2014,0,bench,no,NA,NA,NA,NA,242.624369,943.4624976,3,1177,1177 _ 2014
2015,0,river_rivermound,no,NA,NA,NA,NA,465.8632728,1306.185702,7,1928,1928 _ 2015
2014,1,bench,no,NA,NA,NA,NA,272.3182061,1011.57103,4,107,107 _ 2014
2015,0,bench,no,NA,NA,NA,NA,1609.420953,5060.965036,5,107,107 _ 2015
2014,0,bench,no,NA,NA,NA,NA,410.1810276,1463.60875,4,924,924 _ 2014
2015,0,rvannex,no,NA,NA,NA,NA,236.4856308,849.4608148,3,498,498 _ 2015
2014,0,picnic_lower,no,NA,NA,NA,NA,196.6850101,715.5591053,1,1869,1869 _ 2014
2017,0,gothictown,no,NA,NA,NA,NA,356.2108762,1611.523571,11,1504,1504 _ 2017
2017,1,gothictown,no,NA,NA,NA,NA,334.6675154,1571.739044,14,1944,1944 _ 2017
2018,NA,gothictown,no,NA,NA,NA,NA,2123.117998,3314.002731,3,1944,1944 _ 2018
2017,1,gothictown,no,NA,NA,NA,NA,359.4035956,1644.939332,10,228,228 _ 2017
2018,NA,gothictown,no,NA,NA,NA,NA,2194.786001,3396.647153,1,228,228 _ 2018
2017,0,gothictown,no,NA,NA,NA,fox,152.8003543,1513.318702,1,205,205 _ 2017
2017,0,gothictown,no,NA,NA,NA,NA,389.0621498,1755.917955,8,1544,1544 _ 2017
2017,0,gothictown,no,NA,NA,NA,car,387.4057823,1999.952,15,813,813 _ 2017
2017,0,gothictown,no,NA,NA,NA,NA,363.4688397,1734.792851,3,628,628 _ 2017
2017,0,gothictown,no,NA,NA,NA,NA,355.3312337,1848.463401,1,334,334 _ 2017
2017,0,picnic_lower,no,NA,NA,NA,NA,701.7147554,1467.55956,12,1714,1714 _ 2017
2017,1,gothictown,no,NA,NA,NA,NA,287.4982798,1433.311634,9,1240,1240 _ 2017
2018,NA,gothictown,no,NA,NA,NA,NA,1603.897853,3520.945795,1,1240,1240 _ 2018
2014,0,bench,no,NA,NA,NA,NA,262.1451293,1150.49776,6,332,332 _ 2014
2014,1,picnic_lower,no,NA,NA,NA,NA,537.7696221,1166.596822,4,333,333 _ 2014
2015,0,picnic_lower,NA,NA,NA,NA,NA,NA,NA,NA,333,333 _ 2015
2016,0,gothictown,no,NA,NA,NA,NA,2574.278549,3839.472509,1,183,183 _ 2016
2015,0,picnic_upper,no,NA,NA,NA,NA,572.8727558,1316.47196,2,622,622 _ 2015
2014,0,bench,no,NA,NA,NA,NA,287.0872776,1122.21214,2,799,799 _ 2014
2014,0,bench,no,NA,NA,NA,NA,275.5519008,1093.005712,1,378,378 _ 2014
2014,0,bench,no,NA,NA,NA,NA,298.6438848,1149.707143,1,1932,1932 _ 2014
2015,1,river_sprucemound,no,NA,NA,NA,NA,371.0960567,1738.099096,7,336,336 _ 2015
2016,0,river_southmound,no,NA,NA,NA,NA,1322.397895,2864.457789,3,336,336 _ 2016
2015,0,bench,no,NA,NA,NA,NA,379.6861144,1097.148509,6,760,760 _ 2015
2014,1,cliff_upper,no,NA,NA,NA,NA,456.2719786,1188.100122,4,156,156 _ 2014
2015,0,saltlick,no,NA,NA,NA,NA,1512.32487,3294.253622,1,156,156 _ 2015
2016,1,gothictown,lac,NA,NA,NA,NA,2330.365456,2851.773398,5,722,722 _ 2016
2017,0,gothictown,preglac,NA,NA,NA,NA,2566.463819,3456.517577,4,722,722 _ 2017
2015,0,rvannex,no,NA,NA,NA,NA,192.778922,820.7900963,3,1840,1840 _ 2015
2014,0,bellview,no,NA,NA,NA,NA,3238.468694,4359.636153,1,1894,1894 _ 2014
2014,0,bellview,preg,NA,NA,NA,trap,2125.129209,3015.17381,1,593,593 _ 2014
2015,1,bench,no,NA,NA,NA,NA,384.6605521,981.8654582,4,516,516 _ 2015
2016,1,river_rivermound,no,NA,NA,NA,NA,894.8030124,2407.138573,2,516,516 _ 2016
2017,0,river_rivermound,preglac,NA,NA,NA,NA,2304.63642,2981.507484,4,516,516 _ 2017
2014,0,talus,wean,2,NA,NA,NA,2077.218043,2889.429904,2,1512,1512 _ 2014
2014,0,bellview,no,NA,NA,NA,NA,441.5925911,1339.307137,1,1110,1110 _ 2014
2014,0,river_sprucemound,no,NA,NA,NA,NA,317.5465663,1266.931336,2,553,553 _ 2014
2010,0,picnic_upper,no,NA,NA,NA,NA,494.1350752,858.9830728,2,1256,1256 _ 2010
2011,1,mm_maintalus,no,NA,NA,NA,NA,490.7202111,1160.393861,6,1356,1356 _ 2011
2012,0,mm_maintalus,no,NA,NA,NA,NA,1668.206597,3606.891739,6,1356,1356 _ 2012
2010,1,river,no,NA,NA,NA,NA,379.8542907,1271.863493,3,1771,1771 _ 2010
2011,0,river_southmound,no,NA,NA,NA,NA,1331.333573,3566.166323,6,1771,1771 _ 2011
2011,1,river_sprucemound,no,NA,NA,NA,NA,379.1632089,1198.688001,7,176,176 _ 2011
2012,1,river_rivermound,preglac,NA,NA,NA,NA,2057.904514,3318.095417,11,176,176 _ 2012
2013,1,river_sprucemound,wean,3,NA,NA,NA,2448.448428,3123.082836,5,176,176 _ 2013
2014,0,river_southmound,NA,NA,NA,NA,NA,NA,NA,NA,176,176 _ 2014
2011,1,avalanche,no,NA,NA,NA,NA,397.5768188,1393.552024,4,220,220 _ 2011
2012,0,avalanche,NA,NA,NA,NA,NA,NA,NA,NA,220,220 _ 2012
2010,0,river,no,NA,NA,NA,NA,389.2617446,1205.519422,6,677,677 _ 2010
2011,0,horsemound,no,NA,NA,NA,NA,323.3103461,996.0802503,2,1476,1476 _ 2011
2010,0,northpk,no,NA,NA,NA,NA,714.5747039,1556.968387,2,1194,1194 _ 2010
2010,0,boulder,no,NA,NA,NA,NA,613.5612742,1322.198217,6,1535,1535 _ 2010
2012,1,avalanche,no,NA,NA,NA,NA,346.9841915,1892.545435,2,1654,1654 _ 2012
2013,0,avalanche,NA,NA,NA,NA,NA,NA,NA,NA,1654,1654 _ 2013
2012,0,picnic_lower,no,NA,NA,NA,NA,415.0157708,1282.406506,2,1627,1627 _ 2012
2010,0,mm,no,NA,NA,NA,NA,440.1235341,1075.757515,6,1260,1260 _ 2010
2010,0,mm,NA,NA,NA,NA,NA,463.0074593,1283.715629,3,331,331 _ 2010
2011,1,northpk,preg,NA,NA,NA,NA,2079.269916,4317.261726,2,905,905 _ 2011
2012,0,northpk,NA,NA,NA,NA,NA,NA,NA,NA,905,905 _ 2012
2011,0,river_southmound,no,NA,NA,NA,unk,348.883356,846.2525003,1,169,169 _ 2011
2011,1,gothictown,no,NA,NA,0,NA,1333.466377,3634.32148,2,1016,1016 _ 2011
2012,1,gothictown,sire,8,NA,NA,NA,3509.589989,4855.971925,3,1016,1016 _ 2012
2013,1,gothictown,sire,12,NA,NA,NA,1719.682086,6231.746166,2,1016,1016 _ 2013
2014,0,gothictown,sire,5,NA,NA,NA,NA,NA,NA,1016,1016 _ 2014
2012,1,picnic_lower,no,NA,NA,NA,NA,415.9740827,999.9841876,5,1424,1424 _ 2012
2013,1,picnic_lower,no,NA,NA,NA,NA,1220.95831,2860.006731,5,1424,1424 _ 2013
2014,0,picnic_upper,no,NA,NA,NA,NA,2246.093014,3551.763747,1,1424,1424 _ 2014
2012,1,picnic_lower,no,NA,NA,NA,NA,424.1084378,1037.85722,1,658,658 _ 2012
2013,0,picnic_lower,NA,NA,NA,NA,NA,NA,NA,NA,658,658 _ 2013
2014,0,river_sprucemound,no,NA,NA,NA,NA,424.1609895,1480.49193,4,866,866 _ 2014
2012,1,picnic_lower,no,NA,NA,NA,NA,443.8036426,1050.660715,4,783,783 _ 2012
2013,0,picnic_middle,no,NA,NA,NA,NA,1054.560447,2652.5661,4,783,783 _ 2013
2014,1,river_sprucemound,no,NA,NA,NA,NA,418.5921723,1488.717916,5,1236,1236 _ 2014
2015,0,river_rivermound,NA,NA,NA,NA,NA,NA,NA,NA,1236,1236 _ 2015
2012,1,picnic_lower,no,NA,NA,NA,NA,468.191401,1106.359237,4,1063,1063 _ 2012
2013,1,picnic_lower,no,NA,NA,NA,NA,1157.275406,2979.664385,5,1063,1063 _ 2013
2014,0,picnic_middle,wean,4,NA,NA,NA,2228.872018,3800.902384,2,1063,1063 _ 2014
2014,0,cliff_upper,scro,NA,NA,NA,NA,3136.013626,4230.469046,2,919,919 _ 2014
2012,1,picnic_lower,no,NA,NA,NA,NA,493.5793789,1147.734177,10,104,104 _ 2012
2013,0,picnic_lower,no,NA,NA,NA,NA,1455.707662,3182.270553,3,104,104 _ 2013
2012,1,picnic_lower,NA,NA,NA,NA,NA,412.4671935,1414.98315,7,1763,1763 _ 2012
2013,1,picnic_lower,NA,NA,NA,NA,NA,NA,NA,NA,1763,1763 _ 2013
2014,0,picnic_lower,NA,NA,NA,NA,NA,NA,NA,NA,1763,1763 _ 2014
2014,0,mm_aspen,no,NA,NA,NA,NA,323.0415813,1401.810563,9,1827,1827 _ 2014
2012,0,picnic_lower,no,NA,NA,NA,NA,431.1300987,1441.575536,2,26,26 _ 2012
2013,1,mm_maintalus,no,NA,NA,NA,NA,445.8582345,1404.69813,10,637,637 _ 2013
2014,0,mm_maintalus,no,NA,NA,NA,NA,1471.853278,3400.960517,5,637,637 _ 2014
2012,1,avalanche,no,NA,NA,NA,NA,490.1404139,2079.793419,11,1859,1859 _ 2012
2013,0,avalanche,no,NA,NA,NA,NA,1620.24438,3317.49372,10,1859,1859 _ 2013
2012,0,stonefield_main,no,NA,NA,NA,NA,462.2191447,1316.866559,1,1768,1768 _ 2012
2013,1,southgothic,no,NA,NA,NA,NA,506.5766619,1471.95199,1,1172,1172 _ 2013
2016,1,river_sprucemound,scro,NA,NA,NA,NA,3062.201542,4483.598353,2,1172,1172 _ 2016
2018,NA,river_southmound,scro,NA,NA,NA,NA,3437.894642,4763.971997,10,1172,1172 _ 2018
2013,0,gothictown,no,NA,NA,NA,NA,329.1306015,1293.360249,2,492,492 _ 2013
2012,1,picnic_lower,no,NA,NA,NA,NA,460.3452251,1161.561785,10,45,45 _ 2012
2013,0,picnic_lower,NA,NA,NA,NA,NA,NA,NA,NA,45,45 _ 2013
2012,1,picnic_middle,no,NA,NA,NA,NA,437.5767661,1092.746942,8,776,776 _ 2012
2013,1,picnic_lower,no,NA,NA,NA,NA,1205.765248,2577.462457,11,776,776 _ 2013
2014,0,picnic_lower,NA,NA,NA,NA,NA,NA,NA,NA,776,776 _ 2014
2014,0,bench,no,NA,NA,NA,NA,273.5000887,989.5284705,3,6,6 _ 2014
2012,1,picnic_lower,no,NA,NA,NA,NA,529.4880752,1290.410677,4,809,809 _ 2012
2013,0,picnic_lower,no,NA,NA,NA,NA,1355.513501,3441.13709,5,809,809 _ 2013
2012,1,picnic_lower,no,NA,NA,NA,NA,453.1227889,1349.992308,2,901,901 _ 2012
2013,0,picnic_lower,NA,NA,NA,NA,NA,NA,NA,NA,901,901 _ 2013
2016,0,gothictown,no,NA,NA,NA,NA,411.3993487,1341.09817,1,142,142 _ 2016
2016,0,gothictown,no,NA,NA,NA,NA,297.1160516,1671.240281,6,672,672 _ 2016
2016,0,gothictown,no,NA,NA,NA,NA,354.2842977,1225.820334,2,229,229 _ 2016
2016,1,gothictown,lac,NA,NA,NA,NA,2857.73083,3239.605762,2,895,895 _ 2016
2017,0,gothictown,lac,NA,NA,NA,NA,2545.39845,3423.628594,2,895,895 _ 2017
2015,1,picnic_lower,no,NA,NA,NA,NA,241.2618271,560.8069698,2,1082,1082 _ 2015
2016,0,picnic_lower,no,NA,NA,NA,NA,467.9608875,1833.617823,6,1082,1082 _ 2016
2016,0,avalanche,scro,NA,NA,NA,NA,2234.416209,3550.165021,4,1312,1312 _ 2016
2016,0,northpk,no,NA,NA,NA,NA,429.4793673,967.1709504,2,1372,1372 _ 2016
2015,1,cliff_upper,no,NA,NA,NA,NA,439.9251422,1073.362666,3,21,21 _ 2015
2016,0,cliff_upper,NA,NA,NA,NA,NA,NA,NA,NA,21,21 _ 2016
2015,0,cliff_upper,no,NA,NA,NA,NA,454.137001,1148.011725,1,1092,1092 _ 2015
2015,1,cliff_upper,no,NA,NA,NA,NA,460.6958915,1099.087199,2,382,382 _ 2015
2016,0,cliff_upper,NA,NA,NA,NA,NA,NA,NA,NA,382,382 _ 2016
2016,1,mm_aspen,no,NA,NA,NA,NA,562.8000267,1867.142714,6,917,917 _ 2016
2017,0,mm_maintalus,no,NA,NA,NA,NA,1368.753446,3349.807247,3,917,917 _ 2017
2016,1,mm_maintalus,no,NA,NA,NA,NA,357.2605525,1648.74919,8,1510,1510 _ 2016
2017,0,mm_aspen,no,NA,NA,NA,NA,1130.051564,3169.396461,4,1510,1510 _ 2017
2016,0,stonefield_main,no,NA,NA,NA,NA,365.9066191,1003.643925,7,376,376 _ 2016
2016,0,northpk,no,NA,NA,NA,NA,383.8921835,875.1637181,4,303,303 _ 2016
2016,0,gothictown,no,NA,NA,NA,NA,328.2542782,1103.199197,1,1635,1635 _ 2016
2016,1,stonefield_main,no,NA,NA,NA,NA,364.8323624,1185.905716,4,1875,1875 _ 2016
2017,0,stonefield_main,NA,NA,NA,NA,NA,NA,NA,NA,1875,1875 _ 2017
2015,0,cliff_upper,no,NA,NA,NA,NA,402.7562786,1013.640307,1,1430,1430 _ 2015
2015,0,northpk,scro,NA,NA,NA,NA,2087.484814,3276.671569,5,1286,1286 _ 2015
2015,0,picnic_lower,no,NA,NA,NA,NA,186.7456181,566.2717159,3,16,16 _ 2015
2016,0,picnic_lower,NA,NA,NA,NA,NA,557.3516059,1079.987566,5,1885,1885 _ 2016
2016,1,mm_aspen,no,NA,NA,NA,NA,425.2618826,1904.00151,12,231,231 _ 2016
2017,0,mm_maintalus,no,NA,NA,NA,NA,1498.158658,4107.745673,6,231,231 _ 2017
2017,1,stonefield_main,no,NA,NA,NA,NA,2376.915119,4707.999536,2,1528,1528 _ 2017
2018,NA,stonefield_main,NA,NA,NA,NA,NA,NA,NA,NA,1528,1528 _ 2018
2017,0,gothictown,no,NA,NA,NA,NA,786.7574474,2102.223778,1,675,675 _ 2017
2017,0,northpk,scro,NA,NA,NA,NA,878.6265524,2215.362385,1,1755,1755 _ 2017
2016,0,picnic_lower,no,NA,NA,NA,NA,542.3814419,1038.987494,7,787,787 _ 2016
2016,0,northpk,no,NA,NA,NA,NA,487.8673615,995.0690113,8,1121,1121 _ 2016
2016,0,stonefield_main,no,NA,NA,NA,NA,392.2343818,1243.497045,3,432,432 _ 2016
2016,0,cliff_upper,no,NA,NA,NA,NA,343.6137637,921.8008574,3,1461,1461 _ 2016
2016,0,gothictown,no,NA,NA,NA,NA,692.530779,1514.368345,4,1198,1198 _ 2016
2017,0,picnic_lower,no,NA,NA,NA,NA,308.9752761,1131.062459,10,797,797 _ 2017
2015,1,northpk,no,NA,NA,NA,NA,597.1628328,1452.730033,2,709,709 _ 2015
2016,0,northpk,NA,NA,NA,NA,NA,NA,NA,NA,709,709 _ 2016
2017,0,gothictown,no,NA,NA,NA,fox,168.3789785,1586.778037,1,592,592 _ 2017
2016,1,northpk,no,NA,NA,NA,NA,472.3265427,1338.67722,10,1162,1162 _ 2016
2017,1,northpk,no,NA,NA,NA,NA,1092.541915,2775.659421,2,1162,1162 _ 2017
2018,NA,northpk,NA,NA,NA,NA,NA,NA,NA,NA,1162,1162 _ 2018
2016,0,mm_aspen,no,NA,NA,NA,NA,434.717413,1721.521357,4,898,898 _ 2016
2016,0,gothictown,no,NA,NA,NA,NA,479.2530185,1338.461399,6,1766,1766 _ 2016
2016,0,northpk,no,NA,NA,NA,NA,552.1135383,997.1985887,5,717,717 _ 2016
2016,1,mm_aspen,no,NA,NA,NA,NA,344.8033606,1494.645602,9,1079,1079 _ 2016
2017,1,mm_aspen,no,NA,NA,NA,NA,1036.106337,2868.783639,5,1079,1079 _ 2017
2018,NA,mm_aspen,preg,NA,NA,NA,NA,2127.252617,3374.783108,2,1079,1079 _ 2018
2017,0,river_rivermound,no,NA,NA,NA,NA,367.1258431,1167.369401,5,1093,1093 _ 2017
2015,1,cliff_upper,no,NA,NA,NA,NA,483.7517812,1200.307183,2,758,758 _ 2015
2016,0,cliff_upper,NA,NA,NA,NA,NA,NA,NA,NA,758,758 _ 2016
2016,0,stonefield_main,no,NA,NA,NA,NA,364.4298501,1187.832412,2,1209,1209 _ 2016
2016,1,gothictown,no,NA,NA,NA,NA,328.9769197,1406.820304,5,721,721 _ 2016
2017,0,gothictown,NA,NA,NA,NA,NA,1612.010323,3968.45115,1,721,721 _ 2017
2016,0,gothictown,scro,NA,NA,NA,NA,359.085543,1321.86489,7,1686,1686 _ 2016
2016,0,gothictown,no,NA,NA,NA,NA,415.4189149,1299.316111,8,1798,1798 _ 2016
2016,1,gothictown,no,NA,NA,NA,NA,280.0561362,1449.028444,4,963,963 _ 2016
2017,1,gothictown,no,NA,NA,NA,NA,1459.550684,3241.989207,6,963,963 _ 2017
2018,NA,gothictown,NA,NA,NA,NA,NA,NA,NA,NA,963,963 _ 2018
2016,0,gothictown,no,NA,NA,NA,NA,319.2291154,1096.863948,3,1389,1389 _ 2016
2016,0,gothictown,no,NA,NA,NA,NA,310.34884,1068.901436,1,136,136 _ 2016
2016,0,gothictown,no,NA,NA,NA,NA,321.5906358,1370.18258,4,1645,1645 _ 2016
2016,0,gothictown,no,NA,NA,NA,NA,256.1049873,1091.994362,1,915,915 _ 2016
2016,0,gothictown,no,NA,NA,NA,NA,324.3765068,1252.465773,1,1237,1237 _ 2016
2017,1,picnic_lower,no,NA,NA,NA,NA,346.4090447,954.0045825,15,1860,1860 _ 2017
2018,NA,picnic_lower,NA,NA,NA,NA,NA,NA,NA,NA,1860,1860 _ 2018
2016,0,gothictown,no,NA,NA,NA,NA,355.8841702,1186.736426,5,1508,1508 _ 2016
2016,0,gothictown,no,NA,NA,NA,NA,310.34884,1068.901436,1,1269,1269 _ 2016
2016,0,picnic_middle,no,NA,NA,NA,NA,196.3041485,491.4974524,3,969,969 _ 2016
2016,0,gothictown,no,NA,NA,NA,NA,301.866332,1134.034009,6,1021,1021 _ 2016
2016,0,gothictown,no,NA,NA,NA,NA,466.8744589,1469.952851,6,1556,1556 _ 2016
2016,0,gothictown,no,NA,NA,NA,NA,247.114525,879.480008,1,607,607 _ 2016
2016,1,stonefield_main,NA,NA,NA,NA,NA,2647.669925,4395.389393,2,399,399 _ 2016
2017,1,stonefield_main,no,NA,NA,NA,NA,3209.114323,4977.024103,2,399,399 _ 2017
2018,NA,stonefield_main,NA,NA,NA,NA,NA,NA,NA,NA,399,399 _ 2018
2017,0,picnic_lower,scro,NA,NA,NA,NA,358.2675751,964.3272151,3,445,445 _ 2017
2016,1,northpk,no,NA,NA,NA,NA,404.3568358,1299.741799,6,587,587 _ 2016
2017,0,northpk,no,NA,NA,NA,NA,896.9792898,2575.212242,2,587,587 _ 2017
2016,0,picnic_middle,no,NA,NA,NA,NA,178.1048609,454.6714412,2,408,408 _ 2016
2016,1,northpk,no,NA,NA,NA,NA,428.7875684,1252.96809,7,524,524 _ 2016
2017,1,northpk,no,NA,NA,NA,NA,928.7861367,2521.460372,6,524,524 _ 2017
2018,NA,northpk,no,NA,NA,NA,NA,2217.080472,3495.181701,5,524,524 _ 2018
2016,0,gothictown,no,NA,NA,NA,NA,481.2154427,1407.722374,12,307,307 _ 2016
2017,1,mm_maintalus,scro,NA,NA,NA,NA,335.1155783,1536.763015,14,1566,1566 _ 2017
2018,NA,mm_maintalus,no,NA,NA,NA,NA,1608.214829,2837.320908,4,1566,1566 _ 2018
2017,1,mm_maintalus,scro,NA,NA,NA,NA,415.5401958,1761.051795,6,125,125 _ 2017
2018,NA,mm_maintalus,scro,NA,NA,NA,NA,1678.724751,3059.130185,3,125,125 _ 2018
2016,0,northpk,no,NA,NA,NA,NA,480.3334359,923.4320395,4,402,402 _ 2016
2016,0,northpk,scro,NA,NA,NA,NA,1928.245949,3267.178015,1,1851,1851 _ 2016
2017,0,gothictown,no,NA,NA,NA,fox,154.6544745,1522.779998,1,159,159 _ 2017
2017,0,gothictown,no,NA,NA,NA,fox,202.5803361,1735.407426,1,325,325 _ 2017
2016,0,gothictown,no,NA,NA,NA,NA,213.2037115,1415.274217,2,242,242 _ 2016
2016,0,gothictown,NA,NA,NA,NA,NA,232.5253307,1387.787482,2,1196,1196 _ 2016
2016,1,bench,scro,NA,NA,NA,NA,1983.771507,3238.481616,6,1748,1748 _ 2016
2017,0,river_rivermound,no,NA,NA,NA,NA,2665.777232,4316.513815,1,1748,1748 _ 2017
2017,0,bench,no,NA,NA,NA,NA,345.1817953,1036.545374,3,1188,1188 _ 2017
2016,0,picnic_lower,no,NA,NA,NA,NA,421.5884076,914.6337474,6,678,678 _ 2016
2016,0,picnic_lower,no,NA,NA,NA,NA,423.7639728,929.1392464,8,1289,1289 _ 2016
2017,0,gothictown,no,NA,NA,NA,NA,391.7432616,1850.528526,5,788,788 _ 2017
2016,0,picnic_middle,no,NA,NA,NA,NA,352.184349,754.1257169,2,297,297 _ 2016
2016,0,northpk,no,NA,NA,NA,NA,450.3660381,1235.710658,9,1,1 _ 2016
2016,1,bench,scro,NA,NA,NA,NA,2192.159577,3555.702756,2,1996,1996 _ 2016
2017,1,gothictown,no,NA,NA,NA,NA,2799.863746,4403.108282,1,1996,1996 _ 2017
2018,NA,bench,no,NA,NA,NA,NA,3101.75779,4442.018491,1,1996,1996 _ 2018
2016,0,picnic_lower,no,NA,NA,NA,NA,233.9170499,623.4698268,3,1155,1155 _ 2016
2016,1,northpk,no,NA,NA,NA,NA,329.9716915,775.6139713,4,1246,1246 _ 2016
2017,1,northpk,no,NA,NA,NA,NA,718.8908056,2310.150555,8,1246,1246 _ 2017
2018,NA,northpk,preg,NA,NA,NA,NA,2005.065528,3416.017068,4,1246,1246 _ 2018
